Rank,Platform,Year,Genre,Publisher,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Bin_Global_Sales
11065,PS,1995,Shooter,Konami Digital Entertainment,Detana TwinBee Yahho! Deluxe Pack,0.0,0.0,0.08,0.01,0.09,0.0
11066,PSP,2012,Role-Playing,Acquire,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,0.0,0.0,0.09,0.0,0.09,0.0
11067,PS4,2016,Misc,Namco Bandai Games,Super Robot Wars OG: The Moon Dwellers,0.0,0.0,0.09,0.0,0.09,0.0
11068,PSP,2013,Adventure,Broccoli,Uta no Prince-Sama: Music 2,0.0,0.0,0.09,0.0,0.09,0.0
11069,Wii,2009,Simulation,Sega,Jambo! Safari Animal Rescue,0.07,0.01,0.0,0.01,0.09,0.0
11070,X360,2008,Strategy,505 Games,Supreme Commander,0.07,0.01,0.0,0.01,0.09,0.0
11071,DS,2007,Role-Playing,D3Publisher,"Saiyuuki: Kinkaku, Ginkaku no Inbou",0.0,0.0,0.09,0.0,0.09,0.0
11072,PSP,2009,Fighting,Sony Computer Entertainment,Bleach: Heat the Soul 6,0.0,0.0,0.09,0.0,0.09,0.0
11073,DS,2009,Misc,Avanquest,Roary the Racing Car,0.0,0.08,0.0,0.01,0.09,0.0
11074,Wii,2008,Sports,RTL,Ski and Shoot,0.04,0.04,0.0,0.01,0.09,0.0
11075,PS2,2007,Role-Playing,Tecmo Koei,Mugen Keitai Disgaea,0.0,0.0,0.09,0.0,0.09,0.0
11076,PSP,2009,Misc,Electronic Arts,Scrabble,0.08,0.0,0.0,0.01,0.09,0.0
11077,PS4,2015,Action,Tecmo Koei,Samurai Warriors 4: Empires,0.02,0.01,0.05,0.01,0.09,0.0
11079,PS3,2011,Fighting,PQube,Blazblue: Continuum Shift Extend,0.0,0.0,0.09,0.0,0.09,0.0
11080,PS3,2009,Action,Konami Digital Entertainment,Tornado Outbreak,0.08,0.0,0.0,0.01,0.09,0.0
11081,GC,2002,Action,Tecmo Koei,Mystic Heroes,0.03,0.01,0.04,0.0,0.09,0.0
11082,PS2,2007,Misc,Hackberry,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,0.0,0.0,0.09,0.0,0.09,0.0
11083,XB,2002,Misc,Midway Games,Defender,0.07,0.02,0.0,0.0,0.09,0.0
11084,PC,2008,Simulation,Electronic Arts,The Sims 2: Apartment Life,0.0,0.07,0.0,0.02,0.09,0.0
11085,Wii,2008,Sports,Take-Two Interactive,MLB Superstars,0.08,0.0,0.0,0.01,0.09,0.0
11086,PS,2002,Sports,Konami Digital Entertainment,Captain Tsubasa: Aratanaru Densetsu Joshou,0.0,0.0,0.08,0.01,0.09,0.0
11087,Wii,2011,Sports,Mastiff,Remington Super Slam Hunting: Alaska,0.08,0.0,0.0,0.01,0.09,0.0
11088,PS2,2000,Adventure,Sony Computer Entertainment,Blood: The Last Vampire (Joukan),0.0,0.0,0.09,0.0,0.09,0.0
11089,SAT,1994,Platform,Sega,Clockwork Knight,0.0,0.0,0.09,0.0,0.09,0.0
11090,X360,2014,Racing,Milestone S.r.l.,MotoGP 14,0.04,0.04,0.0,0.01,0.09,0.0
11091,PS2,2003,Racing,Midway Games,Freestyle Metal X,0.04,0.03,0.0,0.01,0.09,0.0
11092,PSP,2008,Platform,Tecmo Koei,Prinny: Can I Really Be the Hero?,0.02,0.01,0.05,0.01,0.09,0.0
11093,PS2,2000,Simulation,Asmik Ace Entertainment,Sidewinder Max,0.0,0.0,0.09,0.0,0.09,0.0
11094,Wii,2011,Misc,Ubisoft,The $1 Pyramid,0.08,0.0,0.0,0.01,0.09,0.0
11095,PS3,2009,Racing,Electronic Arts,Burnout Paradise: The Ultimate Box,0.0,0.06,0.01,0.02,0.09,0.0
11096,PS2,2007,Action,Spike,Kenka Banchou 2: Full Throttle,0.0,0.0,0.09,0.0,0.09,0.0
11097,X360,2007,Strategy,Takara Tomy,Zoids Assault,0.08,0.0,0.0,0.01,0.09,0.0
11098,PSP,2014,Sports,Konami Digital Entertainment,Pro Yaky? Spirits 2014,0.0,0.0,0.09,0.0,0.09,0.0
11099,PS2,2001,Role-Playing,Metro 3D,Dark Angel: Vampire Apocalypse,0.04,0.03,0.0,0.01,0.09,0.0
11100,Wii,2008,Action,Vivendi Games,The Mummy: Tomb of the Dragon Emperor,0.08,0.0,0.0,0.01,0.09,0.0
11101,Wii,2011,Action,Activision,Spider-Man: Edge of Time,0.06,0.02,0.0,0.01,0.09,0.0
11102,Wii,2010,Misc,Hudson Soft,Momu-chan Diet Wii: Figurobics by Chon Dayon,0.0,0.0,0.09,0.0,0.09,0.0
11103,X360,2008,Misc,Konami Digital Entertainment,Karaoke Revolution Presents American Idol Encore 2,0.08,0.0,0.0,0.01,0.09,0.0
11104,PSV,2012,Role-Playing,Gust,Atelier Totori: The Adventurer of Arland,0.0,0.0,0.09,0.0,0.09,0.0
11105,Wii,2009,Shooter,Majesco Entertainment,Mad Dog McCree: Gunslinger Pack,0.08,0.0,0.0,0.01,0.09,0.0
11106,PS3,2011,Action,Marvelous Interactive,No More Heroes: Red Zone,0.0,0.0,0.09,0.0,0.09,0.0
11107,DS,2010,Misc,Foreign Media Games,Game Hits!,0.07,0.01,0.0,0.01,0.09,0.0
11108,DS,2011,Strategy,Activision,Bakugan: Rise of the Resistance,0.06,0.02,0.0,0.01,0.09,0.0
11109,DS,2010,Misc,Unknown,Thomas & Friends: Hero of the Rails,0.0,0.07,0.0,0.01,0.09,0.0
11111,DS,2008,Action,Vivendi Games,The Mummy: Tomb of the Dragon Emperor,0.08,0.0,0.0,0.01,0.09,0.0
11112,GC,2006,Fighting,Namco Bandai Games,Battle Stadium D.O.N,0.0,0.0,0.09,0.0,0.09,0.0
11113,X360,2010,Sports,Crave Entertainment,Deadliest Catch: Sea of Chaos,0.08,0.0,0.0,0.01,0.09,0.0
11114,PS3,2008,Misc,Konami Digital Entertainment,Karaoke Revolution Presents American Idol Encore,0.08,0.0,0.0,0.01,0.09,0.0
11115,PC,2009,Shooter,Electronic Arts,Crysis: Maximum Edition,0.0,0.07,0.0,0.02,0.09,0.0
11116,DS,2010,Action,Namco Bandai Games,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,0.0,0.0,0.09,0.0,0.09,0.0
11117,Wii,2009,Sports,Sega,Wacky World of Sports,0.08,0.0,0.0,0.01,0.09,0.0
11118,DS,2007,Role-Playing,Nintendo,Kurikin: Nano Island Story,0.0,0.0,0.09,0.0,0.09,0.0
11119,XB,2002,Sports,Atari,Transworld Snowboarding,0.07,0.02,0.0,0.0,0.09,0.0
11120,GC,2002,Sports,Midway Games,NFL Blitz 20-02,0.07,0.02,0.0,0.0,0.09,0.0
11121,XB,2005,Shooter,Ubisoft,Sniper Elite,0.07,0.02,0.0,0.0,0.09,0.0
11122,Wii,2010,Misc,Majesco Entertainment,Data East Arcade Classics,0.08,0.0,0.0,0.01,0.09,0.0
11123,XB,2004,Sports,Konami Digital Entertainment,World Soccer Winning Eleven 8 International,0.07,0.02,0.0,0.0,0.09,0.0
11124,XB,2004,Racing,Atari,Test Drive: Eve of Destruction,0.07,0.02,0.0,0.0,0.09,0.0
11125,XB,2002,Action,Tecmo Koei,Crimson Sea,0.04,0.01,0.04,0.0,0.09,0.0
11126,Wii,2007,Fighting,Takara Tomy,Naruto Shippuden: Gekito Ninja Taisen! EX 2,0.0,0.0,0.09,0.0,0.09,0.0
11127,PS,2001,Misc,Activision,The Weakest Link,0.05,0.03,0.0,0.01,0.09,0.0
11128,DS,2009,Simulation,Deep Silver,Dreamer Series: Teacher,0.08,0.0,0.0,0.01,0.09,0.0
11129,SNES,1993,Shooter,Konami Digital Entertainment,Lethal Enforcers,0.0,0.0,0.09,0.0,0.09,0.0
11130,DS,2008,Role-Playing,Sting,Knights in the Nightmare,0.06,0.0,0.02,0.0,0.09,0.0
11131,PS3,2012,Strategy,Tecmo Koei,Romance of the Three Kingdoms XII,0.0,0.0,0.09,0.0,0.09,0.0
11132,DS,2007,Platform,THQ,El Tigre: The Adventures of Manny Rivera,0.08,0.0,0.0,0.01,0.09,0.0
11133,GC,2003,Shooter,Atari,Ikaruga,0.07,0.02,0.0,0.0,0.09,0.0
11134,PS3,2011,Adventure,Telltale Games,Back to the Future: The Game,0.07,0.01,0.0,0.01,0.09,0.0
11135,PSV,2014,Action,Idea Factory International,Hyperdimension Neptunia Re;Birth 2,0.05,0.02,0.0,0.02,0.09,0.0
11136,XB,2005,Action,Midway Games,The Suffering: Ties That Bind,0.07,0.02,0.0,0.0,0.09,0.0
11137,PS2,2006,Strategy,Tecmo Koei,Nobunaga's Ambition: Iron Triangle,0.04,0.03,0.0,0.01,0.09,0.0
11138,Wii,2010,Sports,Activision,Little League World Series Baseball: Double Play,0.08,0.0,0.0,0.01,0.09,0.0
11139,PSV,2012,Action,Konami Digital Entertainment,Jikkyou Powerful Pro Yakyuu 2012,0.0,0.0,0.09,0.0,0.09,0.0
11140,PSP,2005,Simulation,Marvelous Interactive,Harvest Moon: Boy & Girl,0.08,0.0,0.0,0.01,0.09,0.0
11141,3DS,2011,Puzzle,Sunsoft,Mahjong Cub3D,0.07,0.0,0.02,0.0,0.09,0.0
11142,XOne,2016,Racing,Codemasters,F1 2016 (Codemasters),0.01,0.07,0.0,0.01,0.09,0.0
11143,PSP,2012,Sports,Take-Two Interactive,Major League Baseball 2K12,0.08,0.0,0.0,0.01,0.09,0.0
11145,PSP,2006,Action,Capcom,Viewtiful Joe: Red Hot Rumble,0.08,0.0,0.0,0.01,0.09,0.0
11146,Wii,2006,Platform,Midway Games,The Ant Bully,0.08,0.0,0.0,0.01,0.09,0.0
11147,DS,2009,Sports,Take-Two Interactive,MLB 2K9 Fantasy All-Stars,0.08,0.0,0.0,0.01,0.09,0.0
11148,PC,2005,Strategy,Atari,RollerCoaster Tycoon 3: Platinum,0.01,0.06,0.0,0.01,0.09,0.0
11149,PC,2002,Strategy,Microsoft Game Studios,Age of Mythology,0.02,0.06,0.0,0.01,0.09,0.0
11150,PS3,2015,Action,Capcom,Sengoku Basara 4: Sumeragi,0.0,0.0,0.09,0.0,0.09,0.0
11151,PSP,2006,Racing,Activision,Shrek Smash n' Crash Racing,0.08,0.0,0.0,0.01,0.09,0.0
11152,WiiU,2013,Platform,Ubisoft,The Smurfs 2,0.04,0.04,0.0,0.01,0.09,0.0
11153,3DS,2013,Role-Playing,Namco Bandai Games,Digimon World Re:Digitize Decode,0.0,0.0,0.09,0.0,0.09,0.0
11154,DS,2010,Misc,Warner Bros. Interactive Entertainment,The Bachelor: The Videogame,0.08,0.0,0.0,0.01,0.09,0.0
11155,Wii,2008,Adventure,Capcom,Harvey Birdman: Attorney at Law,0.08,0.0,0.0,0.01,0.09,0.0
11156,GC,2005,Role-Playing,Namco Bandai Games,Digimon World 4,0.07,0.02,0.0,0.0,0.09,0.0
11157,X360,2015,Action,Capcom,Resident Evil: Revelations 2,0.04,0.04,0.0,0.01,0.09,0.0
11158,Wii,2008,Action,Eidos Interactive,Jumper: Griffin's Story,0.08,0.0,0.0,0.01,0.09,0.0
11159,DS,2008,Misc,Ubisoft,My Stop Smoking Coach: Allen Carr's EasyWay,0.07,0.01,0.0,0.01,0.09,0.0
11160,PC,2006,Strategy,LucasArts,Star Wars: Empire at War,0.01,0.06,0.0,0.02,0.09,0.0
11161,XB,2004,Racing,Take-Two Interactive,Ford Racing 3,0.07,0.02,0.0,0.0,0.09,0.0
11162,XB,2004,Sports,Midway Games,MLB SlugFest Loaded,0.07,0.02,0.0,0.0,0.09,0.0
11163,GC,2005,Action,Activision,Ty the Tasmanian Tiger 3: Night of the Quinkan,0.07,0.02,0.0,0.0,0.09,0.0
11164,PS,1996,Simulation,Hearty Robin,Sotsugyou Crossworld,0.0,0.0,0.08,0.01,0.09,0.0
11165,XB,2003,Racing,Namco Bandai Games,R: Racing Evolution,0.06,0.02,0.0,0.0,0.09,0.0
11166,GBA,2003,Action,THQ,Bionicle,0.06,0.02,0.0,0.0,0.09,0.0
11167,DS,2006,Puzzle,Rising Star Games,Bomberman Land Touch!,0.04,0.0,0.04,0.0,0.09,0.0
11168,X360,2008,Fighting,505 Games,Battle Fantasia,0.07,0.0,0.01,0.01,0.09,0.0
11169,WiiU,2016,Action,Warner Bros. Interactive Entertainment,Lego Star Wars: The Force Awakens,0.04,0.04,0.0,0.01,0.09,0.0
11170,GC,2005,Fighting,Sega,Bleach GC: Tasogare Ni Mamieru Shinigami,0.0,0.0,0.08,0.0,0.09,0.0
11171,X360,2009,Shooter,Eidos Interactive,ShellShock 2: Blood Trails,0.05,0.03,0.0,0.01,0.09,0.0
11172,X360,2007,Shooter,Vivendi Games,F.E.A.R. Files,0.07,0.01,0.0,0.01,0.09,0.0
11173,X360,2015,Platform,Activision,SpongeBob: HeroPants,0.08,0.0,0.0,0.01,0.09,0.0
11174,Wii,2009,Misc,Ubisoft,Team Elimination Games,0.08,0.0,0.0,0.01,0.09,0.0
11175,X360,2006,Role-Playing,Idea Factory,Spectral Force 3,0.08,0.0,0.0,0.01,0.09,0.0
11176,PS3,2011,Role-Playing,Compile Heart,Chou Jigen Game Neptune Mk-II,0.0,0.0,0.09,0.0,0.09,0.0
11177,DS,2008,Misc,Codemasters,Bella Sara,0.04,0.03,0.0,0.01,0.09,0.0
11178,PS,2000,Sports,Konami Digital Entertainment,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,0.0,0.0,0.08,0.01,0.09,0.0
11179,XB,2004,Misc,Konami Digital Entertainment,Karaoke Revolution,0.06,0.02,0.0,0.0,0.09,0.0
11180,X360,2014,Action,Deep Silver,Escape Dead Island,0.03,0.05,0.0,0.01,0.09,0.0
11181,PC,2011,Shooter,THQ,Red Faction: Armageddon,0.05,0.02,0.0,0.01,0.09,0.0
11182,PS2,2005,Sports,505 Games,Fire Pro Wrestling Returns,0.04,0.03,0.0,0.01,0.09,0.0
11183,DS,2008,Puzzle,Eidos Interactive,Brain Voyage,0.06,0.02,0.0,0.01,0.09,0.0
11184,GC,2002,Platform,THQ,Jimmy Neutron: Boy Genius,0.07,0.02,0.0,0.0,0.09,0.0
11185,PS4,2015,Action,Little Orbit,Adventure Time: Finn & Jake Investigations,0.03,0.04,0.0,0.01,0.09,0.0
11186,SAT,1999,Sports,ASCII Entertainment,Derby Stallion,0.0,0.0,0.09,0.0,0.09,0.0
11187,PS3,2011,Action,THQ,Puss in Boots,0.07,0.01,0.0,0.01,0.09,0.0
11188,PS3,2013,Platform,Namco Bandai Games,PAC-MAN and the Ghostly Adventures,0.03,0.04,0.0,0.01,0.09,0.0
11189,PS,2000,Racing,Sony Computer Entertainment,Rollcage Stage II,0.05,0.03,0.0,0.01,0.09,0.0
11190,PS2,2007,Action,Tecmo Koei,Samurai Warriors 2: Xtreme Legends,0.04,0.03,0.0,0.01,0.09,0.0
11191,Wii,2009,Misc,Hudson Soft,Karaoke Joysound Wii DX,0.0,0.0,0.09,0.0,0.09,0.0
11192,DS,2009,Puzzle,Level 5,Sloane to MacHale no Nazo no Monogatari 2,0.0,0.0,0.09,0.0,0.09,0.0
11193,DS,2006,Misc,Nintendo,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,0.0,0.0,0.09,0.0,0.09,0.0
11194,PS,1998,Shooter,GT Interactive,Invasion From Beyond,0.05,0.03,0.0,0.01,0.09,0.0
11195,PSP,2006,Action,Vivendi Games,50 Cent: Bulletproof,0.08,0.0,0.0,0.01,0.09,0.0
11196,XB,2004,Action,Atari,Forgotten Realms: Demon Stone,0.06,0.02,0.0,0.0,0.09,0.0
11197,PC,2004,Shooter,Vivendi Games,Counter-Strike: Source,0.0,0.07,0.0,0.02,0.09,0.0
11198,DS,2008,Misc,Oxygen Interactive,My Make-Up,0.08,0.0,0.0,0.01,0.09,0.0
11199,PSP,2007,Sports,Take-Two Interactive,Major League Baseball 2K7,0.08,0.0,0.0,0.01,0.09,0.0
11200,Wii,2011,Action,THQ,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.05,0.03,0.0,0.01,0.09,0.0
11201,GBA,2006,Action,LucasArts,LEGO Star Wars II: The Original Trilogy,0.06,0.02,0.0,0.0,0.09,0.0
11202,XB,2005,Adventure,Disney Interactive Studios,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,0.06,0.02,0.0,0.0,0.09,0.0
11203,PSP,2010,Role-Playing,Atlus,Knights in the Nightmare,0.06,0.0,0.02,0.01,0.09,0.0
11204,N64,1996,Misc,Konami Digital Entertainment,Mahjong Master,0.0,0.0,0.09,0.0,0.09,0.0
11205,X360,2014,Action,Little Orbit,Adventure Time: The Secret of the Nameless Kingdom,0.0,0.08,0.0,0.01,0.09,0.0
11206,XB,2005,Role-Playing,Take-Two Interactive,Royal Palace of White Sword and The City of Gentiles,0.06,0.02,0.0,0.0,0.09,0.0
11207,DS,2008,Misc,Ubisoft,Midnight Play! Pack,0.08,0.0,0.0,0.01,0.09,0.0
11208,GBA,2003,Racing,Kemco,Top Gear Rally,0.06,0.02,0.0,0.0,0.09,0.0
11209,Wii,2010,Simulation,Little Orbit,Busy Scissors,0.08,0.0,0.0,0.0,0.09,0.0
11210,PS3,2011,Action,Namco Bandai Games,Knights Contract,0.04,0.03,0.0,0.01,0.09,0.0
11211,PC,2011,Adventure,DTP Entertainment,Gray Matter,0.02,0.05,0.0,0.01,0.09,0.0
11212,DS,2008,Adventure,Konami Digital Entertainment,L: the proLogue to DEATH NOTE - Rasen no Wana,0.0,0.0,0.09,0.0,0.09,0.0
11213,GBA,2004,Platform,Capcom,Famicom Mini: Makaimura,0.0,0.0,0.08,0.0,0.09,0.0
11214,PC,2015,Strategy,Ubisoft,Might & Magic Heroes VII,0.0,0.08,0.0,0.0,0.09,0.0
11215,GC,2003,Shooter,Ubisoft,XIII,0.07,0.02,0.0,0.0,0.09,0.0
11216,PC,2012,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2013,0.0,0.07,0.0,0.01,0.09,0.0
11217,PS3,2014,Action,Tecmo Koei,Dynasty Warriors 8: Empires,0.0,0.0,0.09,0.0,0.09,0.0
11218,XB,2005,Action,THQ,The Incredibles: Rise of the Underminer,0.06,0.02,0.0,0.0,0.09,0.0
11219,PS,1998,Strategy,Electronic Arts,Theme Hospital,0.03,0.02,0.03,0.01,0.09,0.0
11220,DS,2010,Adventure,GSP,Princess Isabella: A Witch's Curse,0.05,0.03,0.0,0.01,0.09,0.0
11221,PS3,2007,Shooter,Midway Games,Blacksite: Area 51,0.07,0.01,0.0,0.01,0.09,0.0
11222,PS2,2001,Role-Playing,Ubisoft,Wizardry: Tale of the Forsaken Land,0.04,0.03,0.0,0.01,0.09,0.0
11223,X360,2009,Platform,Ubisoft,Cloudy With a Chance of Meatballs,0.07,0.01,0.0,0.01,0.09,0.0
11224,DS,2006,Action,Sega,Charlotte's Web,0.08,0.0,0.0,0.01,0.09,0.0
11225,GBA,2001,Strategy,Atari,ChuChu Rocket!,0.06,0.02,0.0,0.0,0.09,0.0
11226,PS2,2011,Sports,Electronic Arts,FIFA 12,0.0,0.02,0.0,0.06,0.09,0.0
11227,PSP,2008,Racing,Activision,Monster Jam: Urban Assault,0.08,0.0,0.0,0.01,0.09,0.0
11228,PSP,2009,Role-Playing,Falcom Corporation,Ys I & II Chronicles,0.05,0.0,0.03,0.01,0.09,0.0
11229,PS,1997,Shooter,Psygnosis,Codename Tenka,0.05,0.03,0.0,0.01,0.09,0.0
11230,PC,2011,Adventure,Rondomedia,Edna & Harvey: Harvey's New Eyes,0.0,0.07,0.0,0.01,0.09,0.0
11231,PS2,2002,Shooter,Big Ben Interactive,Savage Skies,0.04,0.03,0.0,0.01,0.09,0.0
11232,Wii,2011,Fighting,Crave Entertainment,Cartoon Network: Punch Time Explosion XL,0.07,0.01,0.0,0.01,0.09,0.0
11233,DS,2008,Misc,DSI Games,1 vs. 100,0.08,0.0,0.0,0.01,0.09,0.0
11234,DC,1999,Sports,Sega,Sega Bass Fishing,0.0,0.0,0.09,0.0,0.09,0.0
11235,DS,2007,Racing,Destineer,Indianapolis 500 Legends,0.08,0.0,0.0,0.01,0.09,0.0
11236,PS,2000,Misc,Sony Computer Entertainment,Walt Disney's The Jungle Book: Rhythm N'Groove,0.05,0.03,0.0,0.01,0.09,0.0
11237,PSP,2009,Simulation,Ubisoft,Petz: Saddle Club,0.08,0.0,0.0,0.01,0.09,0.0
11238,WiiU,2014,Misc,Nintendo,Just Dance Wii U,0.0,0.0,0.09,0.0,0.09,0.0
11239,PS,1995,Action,Interplay,Cyberia,0.05,0.03,0.0,0.01,0.09,0.0
11240,PS2,2005,Action,Capcom,Killer7,0.04,0.03,0.0,0.01,0.09,0.0
11241,PS2,2002,Misc,Nippon Amuse,Million God,0.0,0.0,0.09,0.0,0.09,0.0
11242,PS3,2011,Action,THQ,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.04,0.03,0.0,0.01,0.09,0.0
11243,XOne,2015,Sports,Bigben Interactive,Rugby 15,0.03,0.05,0.0,0.01,0.09,0.0
11244,PSV,2016,Role-Playing,Nihon Falcom Corporation,Ys VIII: Lacrimosa of Dana,0.0,0.0,0.09,0.0,0.09,0.0
11245,Wii,2009,Racing,Zoo Games,Build 'n Race,0.08,0.0,0.0,0.01,0.09,0.0
11246,3DS,2012,Role-Playing,Namco Bandai Games,Lost Heroes,0.0,0.0,0.09,0.0,0.09,0.0
11247,PS2,2004,Action,Sega,Astro Boy,0.04,0.03,0.0,0.01,0.09,0.0
11248,PS,1997,Simulation,Origin Systems,Wing Commander IV: The Price of Freedom,0.05,0.03,0.0,0.01,0.09,0.0
11249,GBA,2006,Adventure,THQ,Monster House,0.06,0.02,0.0,0.0,0.09,0.0
11250,PS2,2001,Strategy,Natsume,MetropolisMania,0.04,0.03,0.0,0.01,0.09,0.0
11251,PS2,2006,Role-Playing,Tecmo Koei,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,0.0,0.0,0.09,0.0,0.09,0.0
11252,PSP,2009,Adventure,Konami Digital Entertainment,Shadow of Destiny,0.07,0.0,0.0,0.01,0.09,0.0
11253,PSP,2008,Fighting,PQube,Guilty Gear XX Accent Core Plus,0.03,0.01,0.04,0.01,0.08,0.0
11254,3DS,2015,Action,Namco Bandai Games,Kuroko's Basketball: Ties to Future,0.0,0.0,0.08,0.0,0.08,0.0
11255,XB,2007,Sports,Electronic Arts,NCAA Football 08,0.06,0.02,0.0,0.0,0.08,0.0
11256,SAT,1995,Simulation,Micro Cabin,Princess Maker 2,0.0,0.0,0.08,0.0,0.08,0.0
11257,PS2,2000,Role-Playing,Konami Digital Entertainment,Ephemeral Fantasia,0.04,0.03,0.0,0.01,0.08,0.0
11258,GC,2004,Racing,Namco Bandai Games,SRS: Street Racing Syndicate,0.07,0.02,0.0,0.0,0.08,0.0
11259,PS2,2008,Sports,Conspiracy Entertainment,Winter Sports 2: The Next Challenge,0.04,0.03,0.0,0.01,0.08,0.0
11260,PSP,2006,Puzzle,505 Games,Chameleon,0.07,0.0,0.0,0.01,0.08,0.0
11261,DS,2009,Adventure,Tecmo Koei,Aibou DS,0.0,0.0,0.08,0.0,0.08,0.0
11262,DS,2008,Strategy,Telegames,Ultimate Card Games DS,0.08,0.0,0.0,0.01,0.08,0.0
11263,SAT,1996,Puzzle,Konami Digital Entertainment,Tokimeki Memorial: Taisen Pazurudama,0.0,0.0,0.08,0.0,0.08,0.0
11264,Wii,2009,Sports,505 Games,Diva Girls: Divas on Ice,0.07,0.01,0.0,0.01,0.08,0.0
11265,PS3,2010,Misc,Sony Computer Entertainment,Beat Sketch!,0.0,0.0,0.08,0.0,0.08,0.0
11266,PSV,2014,Role-Playing,Nippon Ichi Software,Natural Doctrine,0.03,0.02,0.03,0.01,0.08,0.0
11267,PS4,2014,Action,Square Enix,Lara Croft and the Temple of Osiris,0.0,0.07,0.0,0.01,0.08,0.0
11268,PSP,2008,Fighting,Sony Computer Entertainment,Bleach: Heat the Soul 5,0.0,0.0,0.08,0.0,0.08,0.0
11269,PS,1999,Role-Playing,Atari,Koudelka,0.05,0.03,0.0,0.01,0.08,0.0
11270,PSP,2010,Adventure,Nippon Ichi Software,Disgaea Infinite,0.07,0.0,0.01,0.01,0.08,0.0
11271,SAT,1995,Misc,Sega,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,0.0,0.0,0.08,0.0,0.08,0.0
11272,PS2,2006,Racing,Bethesda Softworks,IHRA Drag Racing: Sportsman Edition,0.04,0.03,0.0,0.01,0.08,0.0
11273,GBA,2004,Adventure,Nintendo,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,0.0,0.0,0.08,0.0,0.08,0.0
11274,DS,2009,Sports,Take-Two Interactive,Don King Boxing,0.06,0.01,0.0,0.01,0.08,0.0
11275,PS3,2014,Action,Deep Silver,Escape Dead Island,0.03,0.04,0.0,0.01,0.08,0.0
11276,DS,2009,Simulation,Activision,Animal Planet: Emergency Vets,0.08,0.0,0.0,0.01,0.08,0.0
11277,Wii,2010,Adventure,Unknown,Martian Panic,0.08,0.0,0.0,0.0,0.08,0.0
11278,X360,2007,Shooter,Ubisoft,America's Army: True Soldiers,0.08,0.0,0.0,0.01,0.08,0.0
11279,PS2,2007,Misc,Hackberry,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,0.0,0.0,0.08,0.0,0.08,0.0
11280,DS,2011,Misc,Warner Bros. Interactive Entertainment,"Sesame Street: Ready, Set, Grover!",0.08,0.0,0.0,0.01,0.08,0.0
11281,DS,2005,Fighting,Electronic Arts,Marvel Nemesis: Rise of the Imperfects,0.08,0.0,0.0,0.01,0.08,0.0
11282,PS,1998,Racing,Telstar,Wreckin Crew,0.05,0.03,0.0,0.01,0.08,0.0
11283,SAT,1994,Simulation,Electronic Arts,Theme Park,0.0,0.0,0.08,0.0,0.08,0.0
11284,GBA,2004,Platform,Nintendo,Famicom Mini: Mario Bros.,0.0,0.0,0.08,0.0,0.08,0.0
11285,X360,2014,Racing,Nordic Games,MX vs. ATV Supercross,0.03,0.05,0.0,0.01,0.08,0.0
11286,PSP,2009,Sports,Spike,Major League Baseball 2K9,0.08,0.0,0.0,0.01,0.08,0.0
11287,GBA,2004,Role-Playing,Capcom,RockMan EXE 4.5 Real Operation,0.0,0.0,0.08,0.0,0.08,0.0
11288,GBA,2003,Action,Vivendi Games,Rescue Heroes: Billy Blazes,0.06,0.02,0.0,0.0,0.08,0.0
11289,Wii,2008,Puzzle,The Adventure Company,SafeCracker: The Ultimate Puzzle Adventure,0.07,0.01,0.0,0.01,0.08,0.0
11290,PC,2005,Shooter,Electronic Arts,Battlefield 2,0.0,0.07,0.0,0.02,0.08,0.0
11291,PSP,2005,Puzzle,Ubisoft,Frantix,0.08,0.0,0.0,0.01,0.08,0.0
11292,XB,2003,Racing,Sega,Sega GT Online,0.06,0.02,0.0,0.0,0.08,0.0
11293,DC,2000,Sports,Sega,Derby Tsuku: Derby Uma o Tsukurou!,0.0,0.0,0.08,0.0,0.08,0.0
11294,DS,2010,Sports,Konami Digital Entertainment,Captain Tsubasa: New Kick Off,0.0,0.02,0.06,0.0,0.08,0.0
11295,DS,2008,Action,Vivendi Games,The Spiderwick Chronicles,0.08,0.0,0.0,0.01,0.08,0.0
11296,DS,2011,Simulation,Activision,ZhuZhu Babies,0.07,0.01,0.0,0.01,0.08,0.0
11297,GBA,2005,Adventure,Activision,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.06,0.02,0.0,0.0,0.08,0.0
11298,XB,2002,Adventure,Atari,Prisoner of War,0.06,0.02,0.0,0.0,0.08,0.0
